Order ID,Customer ID,Order Date,Product ID,Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost
ES-2014-5991471,Dp-13240,2014-09-18,FUR-BO-10000490,Furniture,"Bush Library with Doors, Metal",1637.01,5,0.10,90.81,329.73
MX-2014-127656,GZ-14470,2014-02-24,TEC-CO-10001818,Technology,"Sharp Wireless Fax, Digital",1655.96,7,0.00,13.2,329.58
MX-2013-154886,AH-10075,2013-03-09,FUR-CH-10004669,Furniture,"Novimex Executive Leather Armchair, Black",976.96,4,0.20,232,328.66
IN-2013-36963,CB-2025,2013-12-23,FUR-BO-10001196,Furniture,"Bush Library with Doors, Pine",731.34,2,0.00,175.5,328.35
GH-2014-6410,SC-20050,2014-06-17,OFF-KIT-10001380,Office Supplies,"KitchenAid Microwave, Black",1239,4,0.00,0,327.94
ID-2014-41597,SC-10230,2014-03-15,FUR-CH-10003616,Furniture,"Novimex Executive Leather Armchair, Adjustable",1680.61,5,0.27,368.26,327.81
IN-2014-47449,JS-15595,2014-12-07,FUR-BO-10000288,Furniture,"Safco Classic Bookcase, Traditional",2190.75,5,0.00,65.7,327.55
ES-2014-4622860,BS-11380,2014-09-06,TEC-MA-10000753,Technology,"Epson Printer, Red",935.17,4,0.10,114.25,327.11
ES-2014-2538638,JL-5130,2014-10-15,OFF-ST-10000624,Office Supplies,"Eldon File Cart, Single Width",1026.96,8,0.00,441.36,326.35
IN-2014-32084,AS-10090,2014-06-08,TEC-PH-10001457,Technology,"Apple Smart Phone, Full Size",2550,4,0.00,280.44,326.32
ES-2012-3954494,EL-13735,2012-07-12,TEC-CO-10000556,Technology,"HP Wireless Fax, Laser",1224.71,4,0.15,-129.73,326.27
ID-2012-79551,FH-14275,2012-12-25,TEC-PH-10002601,Technology,"Motorola Smart Phone, Cordless",2667.54,5,0.17,-417.81,326.27
ES-2013-2757712,OT-18730,2013-05-16,TEC-PH-10002759,Technology,"Cisco Smart Phone, Cordless",2605.92,4,0.00,1042.32,326.05
IR-2013-1770,SM-10320,2013-06-17,OFF-ROG-10001735,Office Supplies,"Rogers Lockers, Blue",2962.68,14,0.00,207.06,325.93
IN-2014-13597,PM-19135,2014-03-11,FUR-TA-10002256,Furniture,"Hon Wood Table, Fully Assembled",2664,5,0.00,905.7,325.54
ES-2012-5967582,TS-11430,2012-05-28,TEC-CO-10001413,Technology,"Hewlett Wireless Fax, High-Speed",1513.56,4,0.00,741.6,325.45
ES-2013-1215823,LS-17245,2013-08-17,FUR-BO-10003103,Furniture,"Ikea Classic Bookcase, Metal",1233.63,3,0.00,234.36,325.32
UP-2011-5440,SF-20200,2011-03-06,FUR-LES-10002026,Furniture,"Lesro Conference Table, Rectangular",855.15,1,0.00,384.81,325.04
IT-2011-1646767,CM-11815,2011-07-14,TEC-MA-10001777,Technology,"Okidata Printer, Red",956.34,4,0.10,-95.7,324.98
CA-2011-122931,FG-14260,2011-09-29,OFF-ST-10004459,Office Supplies,Tennsco Single-Tier Lockers,1801.63,6,0.20,-337.81,324.93
ES-2011-3805636,KN-6705,2011-10-17,FUR-CH-10004462,Furniture,"Hon Executive Leather Armchair, Adjustable",1838.52,5,0.20,160.77,324.09
IN-2011-40155,TB-11520,2011-11-14,TEC-PH-10000499,Technology,"Motorola Smart Phone, Full Size",4498.83,7,0.00,674.73,323.75
ES-2014-5084020,JB-15400,2014-07-14,TEC-PH-10002759,Technology,"Cisco Smart Phone, Cordless",1824.14,8,0.65,-1303.06,321.54
MX-2014-108532,KH-16510,2014-03-06,FUR-BO-10002580,Furniture,"Safco Classic Bookcase, Pine",2344,8,0.00,46.88,321.42
IN-2014-74847,DL-13330,2014-12-15,TEC-PH-10004618,Technology,"Motorola Signal Booster, Cordless",2043.72,14,0.00,756,321.36
MZ-2014-140,KN-16390,2014-06-28,OFF-ROG-10001101,Office Supplies,"Rogers Shelving, Wire Frame",856.8,14,0.00,265.44,321.23
US-2014-154487,SV-20935,2014-12-20,OFF-AP-10002252,Office Supplies,"Cuisinart Stove, Black",2509.36,7,0.00,426.58,320.96
IN-2012-72964,MD-17860,2012-06-02,FUR-CH-10000660,Furniture,"Novimex Executive Leather Armchair, Adjustable",819.94,2,0.10,191.32,320.92
MX-2011-146584,LS-17200,2011-01-21,FUR-TA-10001285,Furniture,"Chromcraft Conference Table, Fully Assembled",2797.25,6,0.20,-0.07,320.38
MX-2012-144848,CM-12445,2012-03-08,OFF-ST-10003741,Office Supplies,"Smead Lockers, Blue",1455.08,11,0.00,261.8,320.29
ID-2014-27163,SS-20140,2014-10-27,FUR-BO-10003046,Furniture,"Safco Library with Doors, Mobile",2189.09,6,0.07,541.37,320.28
IN-2012-26274,GH-14425,2012-02-27,FUR-TA-10001116,Furniture,"Barricks Conference Table, Fully Assembled",5451.3,6,0.00,327.06,320.27
IR-2012-660,SM-20320,2012-11-06,TEC-MOT-10002272,Technology,"Motorola Smart Phone, with Caller ID",1291.08,2,0.00,296.94,319.58
IN-2011-44901,GR-14560,2011-02-23,TEC-CO-10004997,Technology,"Hewlett Wireless Fax, Color",1526.52,4,0.00,732.72,319.53
CA-2014-152975,TS-21370,2014-09-15,TEC-PH-10004586,Technology,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1079.85,3,0.00,323.96,319.04
MX-2013-123463,DH-3675,2013-07-20,FUR-CH-10002780,Furniture,"Office Star Executive Leather Armchair, Black",1869.72,6,0.00,205.56,318.17
MX-2013-165064,MM-8280,2013-03-29,FUR-BO-10004558,Furniture,"Sauder Library with Doors, Pine",1815.24,7,0.00,471.94,318.08
IN-2014-48261,PM-9135,2014-10-23,TEC-CO-10002376,Technology,"Hewlett Fax Machine, Laser",959.76,3,0.00,460.62,317.81
MX-2014-126711,GP-4740,2014-06-24,TEC-PH-10003457,Technology,"Cisco Smart Phone, Full Size",3045.84,7,0.00,1035.58,317.17
MX-2013-141474,AF-10870,2013-10-30,TEC-PH-10000106,Technology,"Apple Smart Phone, Full Size",2125,5,0.00,297.5,316.76
CM-2012-6440,TS-21505,2012-12-13,TEC-MEM-10002005,Technology,"Memorex Router, Erganomic",976.08,4,0.00,292.8,316.66
IN-2013-20177,BM-11575,2013-04-05,TEC-CO-10003342,Technology,"Canon Fax Machine, High-Speed",1266.36,4,0.00,265.92,316.59
CA-2014-141733,AH-10030,2014-08-05,FUR-CH-10004086,Furniture,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1458.65,5,0.00,423.01,315.73
ZA-2011-8980,AG-10495,2011-08-09,FUR-BEV-10004919,Furniture,"Bevis Wood Table, with Bottom Storage",2134.44,4,0.00,682.92,315.57
ES-2012-2183106,AG-675,2012-04-22,TEC-CO-10003342,Technology,"Canon Wireless Fax, High-Speed",4748.44,14,0.10,844.12,315.29
SF-2013-9730,SW-20755,2013-10-30,TEC-OKI-10001385,Technology,"Okidata Inkjet, White",1867.5,6,0.00,242.64,314.81
IN-2011-74490,SK-19990,2011-04-16,FUR-CH-10003009,Furniture,"Novimex Swivel Stool, Adjustable",1001.7,6,0.00,250.38,314.7
CA-2012-102281,AG-10900,2012-12-10,FUR-BO-10002613,Furniture,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.14,4,0.20,112.39,314.38
CA-2014-120138,AJ-960,2014-05-26,OFF-BI-10004519,Office Supplies,GBC DocuBind P100 Manual Binding Machine,663.92,5,0.20,207.48,314.27
IN-2014-10979,MC-7275,2014-10-31,OFF-AP-10001931,Office Supplies,"Cuisinart Stove, Red",4306.32,8,0.00,1722.48,314.15
IN-2013-72740,ER-13855,2013-12-04,OFF-AP-10001305,Office Supplies,"Breville Microwave, White",899.55,3,0.00,323.82,313.71
IN-2013-15277,EJ-13720,2013-11-11,TEC-CO-10002150,Technology,"Canon Fax and Copier, Digital",763.92,4,0.00,381.96,313.66
IT-2012-2619984,DH-13675,2012-10-13,TEC-PH-10004823,Technology,"Nokia Smart Phone, Full Size",2544.24,4,0.00,1093.92,313.58
ID-2012-81056,HE-14800,2012-10-13,FUR-CH-10000051,Furniture,"Harbour Creations Executive Leather Armchair, Black",1136.66,4,0.40,-189.46,313.52
IN-2014-27303,KT-16480,2014-01-30,FUR-CH-10000602,Furniture,"Novimex Executive Leather Armchair, Red",2301,5,0.00,91.95,313.45
CG-2012-6760,SB-20170,2012-12-10,TEC-CIS-10002259,Technology,"Cisco Smart Phone, Cordless",3908.88,6,0.00,1563.48,313.31
CA-2013-114489,EM-14140,2013-06-12,FUR-CH-10000454,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,0.00,585.55,312.22
CA-2014-160885,VT-21700,2014-03-12,TEC-PH-10001795,Technology,ClearOne CHATAttach 160 - speaker phone,2479.96,4,0.00,743.99,312.14
ID-2013-69345,JS-15880,2013-09-19,OFF-AP-10001824,Office Supplies,"Breville Stove, Silver",2249.16,4,0.00,224.88,311.14
MX-2012-122756,BC-11125,2012-12-31,OFF-AP-10002681,Office Supplies,"Hamilton Beach Stove, Black",2528.26,7,0.00,176.96,310.75
ES-2014-4107155,NF-18595,2014-12-29,FUR-TA-10003268,Furniture,"Lesro Round Table, Rectangular",1461.14,5,0.35,202.19,310.17
MX-2013-147844,RH-9600,2013-11-15,TEC-PH-10003457,Technology,"Cisco Smart Phone, Full Size",3045.84,7,0.00,1035.58,309.75
CA-2011-116246,CS-11950,2011-12-09,FUR-CH-10002024,Furniture,HON 5400 Series Task Chairs for Big and Tall,3785.29,6,0.10,420.59,309.69
CA-2014-143686,CM-12235,2014-05-15,TEC-AC-10001838,Technology,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,7,0.00,601.97,309.52
ID-2014-27765,LW-16825,2014-08-09,FUR-BO-10002204,Furniture,"Bush Classic Bookcase, Pine",2152.96,8,0.35,198.64,309.11
ES-2013-5135305,RD-19585,2013-06-17,TEC-AC-10004571,Technology,"Logitech Router, Programmable",1244.1,5,0.00,447.75,309
MX-2011-131478,BT-11680,2011-08-12,FUR-CH-10004095,Furniture,"SAFCO Executive Leather Armchair, Adjustable",2226.82,9,0.20,500.98,308.66
IN-2014-57837,MD-7860,2014-09-19,FUR-BO-10001212,Furniture,"Safco Classic Bookcase, Mobile",1586.41,4,0.10,17.53,307.98
CA-2013-133711,CC-12145,2013-11-27,TEC-MA-10000010,Technology,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040,8,0.00,1459.2,307.85
IZ-2014-7800,XP-21865,2014-10-02,OFF-KIT-10003683,Office Supplies,"KitchenAid Stove, Silver",3425.4,6,0.00,1233,307.83
ES-2014-1107818,ML-17410,2014-08-02,OFF-AP-10004512,Office Supplies,"Hoover Stove, Red",1136.94,2,0.00,568.44,307.43
ID-2013-60896,BS-11665,2013-05-08,FUR-BO-10000980,Furniture,"Bush Library with Doors, Traditional",677.64,2,0.07,211.26,307.25
IR-2014-890,SC-20230,2014-04-15,FUR-BUS-10004644,Furniture,"Bush Library with Doors, Pine",731.34,2,0.00,80.4,305.98
CA-2011-163223,QJ-19255,2011-03-21,TEC-PH-10000730,Technology,Samsung Galaxy S4 Active,3499.93,7,0.00,909.98,305.29
IN-2014-16887,RE-19450,2014-05-05,TEC-CO-10002040,Technology,"Brother Fax Machine, Digital",1272.72,4,0.00,534.48,305.27
ES-2013-1525878,CP-2085,2013-04-11,OFF-AP-10002321,Office Supplies,"Hoover Microwave, Silver",1856.34,6,0.00,909.54,305.25
ES-2014-3691479,JK-5730,2014-10-06,TEC-PH-10000493,Technology,"Apple Smart Phone, Full Size",2295,4,0.10,459,305.2
ES-2012-3533091,HZ-14950,2012-08-31,TEC-PH-10001396,Technology,"Nokia Smart Phone, Cordless",1622.18,3,0.15,324.38,305.16
IN-2013-72390,AR-10570,2013-06-20,TEC-PH-10000896,Technology,"Cisco Signal Booster, VoIP",1063.44,7,0.00,361.41,304.95
HU-2014-960,EH-14005,2014-08-23,TEC-MEM-10002202,Technology,"Memorex Router, USB",3449.88,14,0.00,275.94,304.75
US-2012-110436,JR-15700,2012-05-28,FUR-BO-10001356,Furniture,"Ikea Library with Doors, Mobile",585.46,3,0.20,-0.02,304.53
LI-2014-5380,PL-18925,2014-05-19,TEC-SHA-10001231,Technology,"Sharp Wireless Fax, Color",1429.44,4,0.00,471.6,304.5
SF-2013-8920,TC-21145,2013-04-29,FUR-HON-10001960,Furniture,"Hon Wood Table, Rectangular",1057.8,2,0.00,158.64,304.36
IN-2013-36963,DG-13300,2013-12-23,FUR-BO-10000980,Furniture,"Bush Library with Doors, Traditional",1092.96,3,0.00,393.39,304.16
MX-2014-117051,Dl-13600,2014-12-10,FUR-TA-10002966,Furniture,"Chromcraft Computer Table, Fully Assembled",1483,5,0.00,741.5,303.65
MX-2014-133830,NC-18415,2014-04-15,OFF-AP-10002252,Office Supplies,"Cuisinart Stove, Black",1792.4,5,0.00,304.7,303.63
ES-2014-3540255,EB-13930,2014-11-28,FUR-BO-10001943,Furniture,"Safco Library with Doors, Traditional",2455.68,7,0.10,-191.16,303.59
GG-2012-8530,CP-12085,2012-11-05,TEC-BRO-10004802,Technology,"Brother Fax Machine, High-Speed",1900.44,6,0.00,417.96,303.45
IN-2013-60546,SM-20005,2013-06-18,TEC-PH-10001751,Technology,"Samsung Smart Phone, Cordless",3712.59,7,0.17,849.87,302.99
IN-2012-44278,JR-15670,2012-04-05,TEC-CO-10003102,Technology,"Canon Copy Machine, Color",2372.22,9,0.00,0,302.82
IN-2011-35178,DL-12925,2011-11-11,TEC-PH-10003713,Technology,"Nokia Smart Phone, Cordless",5725.35,9,0.00,1602.99,302.61
ES-2014-2421154,FM-14290,2014-12-24,FUR-BO-10000967,Furniture,"Ikea Library with Doors, Pine",2553.18,7,0.00,842.52,302.55
MX-2014-123512,DP-13165,2014-05-15,OFF-AP-10002317,Office Supplies,"Hamilton Beach Refrigerator, Silver",2003.52,6,0.00,861.48,302.48
PL-2014-9210,CK-12595,2014-09-12,TEC-SHA-10000971,Technology,"Sharp Fax Machine, Color",1188.36,4,0.00,95.04,302.14
IN-2011-43375,CM-11830,2011-07-12,TEC-PH-10004664,Technology,"Nokia Smart Phone, with Caller ID",2875.1,5,0.10,511.1,302.01
IT-2013-4559122,PP-18955,2013-10-09,FUR-CH-10000546,Furniture,"Harbour Creations Executive Leather Armchair, Adjustable",2380.5,5,0.00,952.2,301.73
AL-2011-7440,MM-17260,2011-03-03,TEC-STA-10002497,Technology,"StarTech Card Printer, White",1619.1,10,0.00,258.9,301.73
ID-2012-39903,ME-17320,2012-02-01,OFF-AP-10004964,Office Supplies,"Hoover Stove, White",2821.72,6,0.17,339.88,301.26
ID-2012-48639,CS-12490,2012-10-30,TEC-CO-10001895,Technology,"Sharp Wireless Fax, Color",2991.1,9,0.07,-128.75,300.6
IN-2013-42864,GH-14410,2013-11-19,OFF-AP-10002573,Office Supplies,"Hamilton Beach Stove, Black",1798.68,4,0.17,86.64,300.5
RS-2013-7430,MC-17635,2013-08-15,TEC-APP-10000308,Technology,"Apple Smart Phone, Full Size",2544.84,4,0.00,712.44,299.4
IN-2013-41975,LM-7065,2013-08-06,FUR-CH-10002061,Furniture,"Harbour Creations Executive Leather Armchair, Red",951.72,2,0.00,228.36,299.12
IN-2014-78725,AR-10510,2014-02-10,TEC-PH-10001670,Technology,"Motorola Smart Phone, Full Size",2575.92,4,0.00,978.84,298.83
ES-2014-4089082,JH-15910,2014-02-27,OFF-AP-10001623,Office Supplies,"Hoover Stove, White",1699.83,3,0.00,84.96,298.77
IN-2013-11938,DK-3375,2013-10-31,FUR-BO-10001255,Furniture,"Ikea Library with Doors, Mobile",2634.55,8,0.10,116.95,298.63
IN-2013-34170,EG-13900,2013-12-18,FUR-BO-10002990,Furniture,"Dania Library with Doors, Traditional",3707.35,11,0.07,1554.43,298.44
IN-2014-53427,AS-10630,2014-09-05,FUR-TA-10004711,Furniture,"Lesro Conference Table, Adjustable Height",4298.85,5,0.00,300.9,297.81
IN-2014-41786,CL-11890,2014-04-07,OFF-AP-10002793,Office Supplies,"KitchenAid Stove, Black",3417.48,6,0.00,854.28,297.2
ES-2012-1691714,CA-12265,2012-05-17,OFF-AP-10000584,Office Supplies,"Breville Refrigerator, Silver",2080.32,4,0.00,561.6,296.98
IN-2011-51740,PF-19165,2011-03-08,TEC-PH-10000720,Technology,"Samsung Audio Dock, Full Size",840.6,5,0.00,319.35,296.68
CA-2013-107783,DB-12970,2013-07-29,OFF-BI-10000545,Office Supplies,GBC Ibimaster 500 Manual ProClick Binding System,1369.76,6,0.70,-913.18,296.1
CD-2013-4900,CL-12565,2013-02-14,OFF-SME-10000538,Office Supplies,"Smead File Cart, Single Width",1288.8,10,0.00,90,296.08
IN-2012-63787,MF-17665,2012-05-23,FUR-BO-10002736,Furniture,"Sauder Stackable Bookrack, Mobile",660.69,5,0.10,44.04,296.01
MW-2014-7130,IM-15055,2014-04-08,OFF-CUI-10000682,Office Supplies,"Cuisinart Stove, Silver",3234.24,6,0.00,970.2,295.74
MX-2013-147690,EB-13975,2013-11-13,TEC-PH-10002672,Technology,"Cisco Smart Phone, Full Size",2171.3,5,0.00,390.8,294.97
IN-2014-34317,AA-10315,2014-12-02,TEC-AC-10002244,Technology,"Enermax Router, Erganomic",2074.73,9,0.10,276.53,294.73
MX-2014-127005,MV-17485,2014-11-11,TEC-PH-10000018,Technology,"Nokia Smart Phone, Full Size",849.8,2,0.00,195.44,294.57
IN-2013-26519,JW-15955,2013-03-30,FUR-BO-10004852,Furniture,"Sauder Classic Bookcase, Traditional",1177.17,3,0.10,353.13,294.55
CA-2013-1260,TS-21610,2013-08-24,TEC-HEW-10003829,Technology,"Hewlett Wireless Fax, High-Speed",2270.34,6,0.00,1112.4,294.25
CA-2014-123967,MC-17575,2014-02-11,FUR-TA-10003954,Furniture,Hon 94000 Series Round Tables,2665.62,9,0.00,239.91,294.17
IN-2013-57914,JF-5415,2013-08-19,TEC-PH-10000303,Technology,"Samsung Smart Phone, VoIP",2863.08,9,0.50,-458.19,293.78
ES-2014-2598901,AH-10210,2014-05-29,OFF-AP-10001593,Office Supplies,"Cuisinart Microwave, Red",1253.07,5,0.10,236.67,293.46
IR-2012-1470,KD-16345,2012-08-22,OFF-BRE-10001107,Office Supplies,"Breville Stove, Red",3369.24,6,0.00,606.42,293.12
WA-2014-7260,PG-18895,2014-05-07,TEC-MEM-10002005,Technology,"Memorex Router, Erganomic",1464.12,6,0.00,439.2,293.07
IT-2012-2093927,HK-14890,2012-03-14,FUR-BO-10002708,Furniture,"Dania Library with Doors, Pine",1273.13,7,0.50,-993.2,291.93
CA-2014-113418,RR-19315,2014-02-10,TEC-MA-10002428,Technology,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1704.89,11,0.00,767.2,291.68
MX-2014-167325,HH-5010,2014-09-16,TEC-CO-10003655,Technology,"Hewlett Wireless Fax, High-Speed",1258.78,5,0.00,375.78,291.63
IN-2014-68057,SH-20635,2014-07-08,FUR-CH-10001271,Furniture,"SAFCO Executive Leather Armchair, Red",2584.01,7,0.20,290.6,291.06
IN-2013-16999,AR-10825,2013-09-09,TEC-CO-10000447,Technology,"Canon Wireless Fax, Color",1482.39,6,0.35,68.31,290.69
MX-2014-139164,RP-9855,2014-08-09,TEC-PH-10000018,Technology,"Nokia Smart Phone, Full Size",1274.7,3,0.00,293.16,290.52
CA-2011-145387,LR-17035,2011-10-31,FUR-CH-10002320,Furniture,Hon Pagoda Stacking Chairs,1604.9,5,0.00,481.47,289.82
MX-2012-131758,IM-5055,2012-10-17,FUR-CH-10001332,Furniture,"Office Star Executive Leather Armchair, Red",2818.08,9,0.00,225.36,289.52
ID-2014-74238,CK-12325,2014-02-17,FUR-CH-10002573,Furniture,"Office Star Executive Leather Armchair, Adjustable",1046.25,3,0.25,-111.6,289.32
IN-2012-27583,AS-285,2012-02-24,TEC-PH-10001699,Technology,"Samsung Smart Phone, Full Size",3187.2,5,0.00,541.8,289.17
IN-2012-56073,DK-12985,2012-03-12,FUR-CH-10000660,Furniture,"Novimex Executive Leather Armchair, Adjustable",4099.68,10,0.10,956.58,288.98
IN-2012-37698,EH-4185,2012-12-12,OFF-ST-10000704,Office Supplies,"Rogers File Cart, Blue",703.35,5,0.00,260.1,288.75
IN-2014-25063,ML-17395,2014-06-16,TEC-CO-10003354,Technology,"Brother Fax Machine, Laser",2293.49,8,0.10,509.57,288.63
ES-2012-5420110,BF-11215,2012-12-20,TEC-MA-10002918,Technology,"StarTech Card Printer, White",1238.61,9,0.15,14.43,288.47
MX-2014-169313,MB-7305,2014-05-13,FUR-CH-10001588,Furniture,"Hon Executive Leather Armchair, Red",1715.06,7,0.20,300.08,288.1
CA-2014-158729,CR-12580,2014-12-20,OFF-SU-10002881,Office Supplies,Martin Yale Chadless Opener Electric Letter Opener,1665.62,2,0.00,33.31,287.77
IN-2014-80286,TB-21520,2014-07-11,FUR-CH-10000051,Furniture,"Harbour Creations Executive Leather Armchair, Black",2841.66,6,0.00,852.48,287.24
IT-2013-3695467,KN-16450,2013-10-06,OFF-AP-10001623,Office Supplies,"Hoover Stove, White",3399.66,12,0.50,-3059.82,286.87
IN-2012-75904,HR-14770,2012-10-05,TEC-MA-10001752,Technology,"Konica Printer, Durable",1607.76,6,0.00,482.22,286.74
IN-2013-71333,CK-12760,2013-09-13,TEC-PH-10004006,Technology,"Nokia Audio Dock, Full Size",840.15,5,0.00,260.4,286.67
IN-2013-25560,RO-9780,2013-07-25,FUR-BO-10000035,Furniture,"Dania Classic Bookcase, Pine",1236.33,3,0.00,519.21,286.57
IN-2014-25847,EN-13780,2014-11-10,OFF-AP-10003275,Office Supplies,"KitchenAid Microwave, Silver",2488.56,8,0.00,348.24,286.53
MX-2011-125045,AH-10465,2011-11-22,OFF-AP-10003561,Office Supplies,"Breville Microwave, Black",1124.26,7,0.20,252.9,286.46
CA-2013-128818,AH-10585,2013-08-05,TEC-MA-10000488,Technology,Bady BDG101FRU Card Printer,3999.95,5,0.00,1159.99,286.44
US-2014-168046,RB-9435,2014-10-25,FUR-TA-10004154,Furniture,"Lesro Round Table, Adjustable Height",726.72,3,0.20,-18.18,286.37
US-2012-100377,AG-525,2012-08-28,TEC-CO-10001046,Technology,Canon Imageclass D680 Copier / Fax,2799.96,5,0.20,874.99,286.3
MA-2013-1850,AR-10345,2013-10-14,TEC-STA-10003330,Technology,"StarTech Printer, Red",1519.92,6,0.00,653.4,286.2
RS-2011-3350,MW-8220,2011-02-14,TEC-CAN-10000932,Technology,"Canon Fax Machine, Color",1279.32,4,0.00,319.8,286.19
IN-2014-35983,AH-210,2014-01-05,FUR-CH-10000994,Furniture,"Harbour Creations Rocking Chair, Black",723.3,5,0.00,122.85,286.01
IR-2011-7220,TH-21235,2011-11-03,TEC-MOT-10003348,Technology,"Motorola Smart Phone, Full Size",642.69,1,0.00,244.2,285.83
IN-2012-50207,LT-7110,2012-03-08,FUR-BO-10003783,Furniture,"Dania Library with Doors, Pine",2619,8,0.10,232.68,285.65
ID-2012-17601,HD-14785,2012-12-20,OFF-AP-10001329,Office Supplies,"KitchenAid Stove, White",1704.87,6,0.50,-1023.03,285.61
ES-2012-2224678,MC-7575,2012-03-08,TEC-CO-10004563,Technology,"HP Copy Machine, Color",1715.91,7,0.00,583.38,285.12
IN-2012-50788,MH-18025,2012-06-20,TEC-PH-10001751,Technology,"Samsung Smart Phone, Cordless",1278,2,0.00,460.08,284.81
MO-2013-60,CC-2475,2013-08-02,OFF-HOO-10001783,Office Supplies,"Hoover Microwave, Red",1234.56,4,0.00,246.84,284.7
ES-2011-5752766,CM-12190,2011-09-28,OFF-AP-10003558,Office Supplies,"Hoover Refrigerator, White",4195.2,8,0.00,839.04,284.51
IT-2012-5541212,RA-19915,2012-06-23,FUR-BO-10000170,Furniture,"Safco Library with Doors, Mobile",1765.4,5,0.10,-98.21,284.19
MX-2013-148453,MT-18070,2013-12-20,FUR-TA-10002101,Furniture,"Bevis Conference Table, Fully Assembled",1480.37,3,0.20,333.05,283.93
MX-2012-153157,JF-15415,2012-11-10,TEC-PH-10000419,Technology,"Apple Smart Phone, Full Size",2968.98,7,0.00,89.04,283.69
ID-2011-66475,ES-14020,2011-08-29,FUR-TA-10001494,Furniture,"Lesro Wood Table, Adjustable Height",2301.14,7,0.30,-953.44,283.36
ES-2014-5295631,CC-12685,2014-07-18,FUR-BO-10001165,Furniture,"Bush Library with Doors, Mobile",1100.52,3,0.00,352.08,283.25
IN-2011-76758,IM-15070,2011-06-12,TEC-CO-10000562,Technology,"HP Wireless Fax, Digital",2518.95,7,0.00,553.98,283.09
ES-2014-1015287,DA-13450,2014-04-16,FUR-BO-10003697,Furniture,"Safco Floating Shelf Set, Mobile",996.3,5,0.00,119.55,282.58
CA-2014-136308,SS-10410,2014-11-17,TEC-MA-10000488,Technology,Bady BDG101FRU Card Printer,1919.98,3,0.20,216,282.43
AU-2011-0,BM-11650,2011-02-09,FUR-HON-10003871,Furniture,"Hon Conference Table, Fully Assembled",922.95,1,0.00,341.49,282.09
ES-2013-2003988,SW-20350,2013-01-08,FUR-BO-10003103,Furniture,"Ikea Classic Bookcase, Metal",1850.45,5,0.10,185,281.82
MX-2014-113845,CM-1830,2014-12-09,FUR-BO-10001946,Furniture,"Sauder 3-Shelf Cabinet, Metal",664.56,6,0.00,6.6,281.74
ES-2014-1356130,MY-17380,2014-06-08,TEC-AC-10004849,Technology,"SanDisk Router, Programmable",1547.1,6,0.00,340.2,280.54
IN-2014-34632,MS-7830,2014-11-20,OFF-AP-10003621,Office Supplies,"KitchenAid Refrigerator, Red",2190.95,5,0.17,316.7,280.47
MX-2012-111178,HG-14965,2012-04-05,OFF-AP-10001106,Office Supplies,"Hamilton Beach Stove, White",3242.88,9,0.00,324.18,279.53
MO-2012-100,DC-13285,2012-08-27,TEC-SAM-10004785,Technology,"Samsung Smart Phone, with Caller ID",2544.6,4,0.00,1246.8,279.11
UP-2013-910,DL-13315,2013-12-24,TEC-CIS-10002344,Technology,"Cisco Smart Phone, Full Size",2605.56,4,0.00,573.12,278.98
IT-2013-2494403,JK-15370,2013-01-29,OFF-ST-10004267,Office Supplies,"Smead File Cart, Single Width",1271.46,11,0.10,-127.41,278.75
CA-2013-162236,CH-2070,2013-05-11,FUR-TA-10002533,Furniture,BPI Conference Tables,876.3,10,0.40,-292.1,278.5
SA-2011-1830,MH-7440,2011-12-27,TEC-STA-10003386,Technology,"StarTech Inkjet, Wireless",1207.56,4,0.00,0,278.34
IN-2012-44068,MC-17845,2012-11-30,FUR-BO-10004043,Furniture,"Dania Classic Bookcase, Metal",2051.1,5,0.00,40.95,278.13
MX-2013-137330,PW-19030,2013-05-21,TEC-PH-10001712,Technology,"Nokia Smart Phone, Full Size",2544.24,6,0.00,992.16,277.93
CA-2011-108609,BS-11590,2011-10-31,FUR-TA-10003954,Furniture,Hon 94000 Series Round Tables,1421.66,8,0.40,-734.53,277.66
ES-2014-1393638,DO-13435,2014-06-27,FUR-BO-10000259,Furniture,"Safco Classic Bookcase, Traditional",1314.45,3,0.00,341.73,277.29
CA-2011-164973,SG-20890,2011-04-11,TEC-MA-10002927,Technology,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,2,0.00,1995.99,276.89
MX-2013-105585,SU-20665,2013-07-25,FUR-TA-10004801,Furniture,"Hon Conference Table, Rectangular",980.32,2,0.20,110.28,276.71
CA-2011-116666,JC-16105,2011-08-05,TEC-CO-10001449,Technology,Hewlett Packard LaserJet 3310 Copier,1799.97,5,0.40,240,276.7
IN-2011-33183,TB-21190,2011-10-27,FUR-BO-10004771,Furniture,"Ikea Classic Bookcase, Traditional",2470.5,6,0.00,518.76,276.29
